VideoID,Uploader,Age,Category,Length,Views,Rate,Ratings,Comments,RelatedID1,RelatedID2,RelatedID3,RelatedID4,RelatedID5,RelatedID6,RelatedID7,RelatedID8,RelatedID9,RelatedID10,RelatedID11,RelatedID12,RelatedID13,RelatedID14,RelatedID15,RelatedID16,RelatedID17,RelatedID18,RelatedID19,RelatedID20
SPgKZOfG89Q,CCGIRLNYC,746,News & Politics,141,107855,4.21,147,516,_FDi7Vz4I5s,VrFJulishQ0,j7AX3eTt9cg,5qs8DF5SjGc,9-8R0hNKtD0,x3XuFJMzxQ4,2IrppEvdee0,EHpcPGO-nZo,-z_GZY0V8lg,WkSXj4hEauA,3-VqXXGKego,LhLO4wNh3i8,8ctfvSbaX_Y,T_b3AsBSTKk,xCEYjzuwn2A,z_dDHO5Mhv8,NUByLl4Pfqw,-hdp78Yq08o,yjvpyKVFh4Y,yTs5KFpVpaI
s_9Gs4P3nkM,teresanoreen,746,People & Blogs,75,75644,1.62,318,12,2KxWoeEE4Ys,R35bT8TDolc,_CXdfoUwY2U,9bFBNcTDx0Y,N9HsnpF1UAQ,xJUF7P-kx-c,IB6SS0hyVIQ,6bf84BIXAi8,cTBhtief-dQ,fMMnSWAJEGE,YZ-h7LjlStA,HetH4Yd0SNY,8L5eDMfkD8M,oNfqweFml-I,supqH752OC4,Gr8OEJtPw8w,pv5zWaTEVkI,w2qA4WiPYoI,_tFBcHrqZck,RDczJFOabgA
o3wVWTlqvME,oasa4,746,Comedy,256,69618,3.01,231,155,BVZkDFQLFO8,Wurz1wcQDgg,bNCL5NGEMxc,aWVMiqK9DKY,3Y-EWT-wpxg,8g9PkIvtN0Y,YNI0ei4DId0,kJ87hftKB6M,V-r3Blm92Mc,vQ33i4nIlZw,GBeAlfd4pCQ,eFV-yPvxdfg,Urjukg9sNNs,esaj6PqODZ0,ZcEp3m5mpic,GxGL23RXF7c,Nbr0kKlq__k,S9d5TyR8U1w,6KnYhjBMBng,BCIlFiyjwSc
AdKryt1w0Y0,kabalen143,746,Entertainment,137,66591,4.69,375,88,hbLM4Eg6D8Y,NoB0SG3-hHU,TCkuyZ9bc3A,35nMyTsx4sY,fuLhNiJaKds,gSgTSObgbuw,wVIu9Q31fmY,17eqcK29Sq8,vuHaQUSZTdY,fEqCxdT3YQI,Emi_vucWtGQ,OL50ddCSJmo,IYpon1v9cB0,81cRIc4gmzA,A1RDBzKl9KI,iJ_b8pnkq2s,Zxz_HEKrdCY,2sWE--4thrs,DUd2tPht9uU,ym6AvBM7dNU
ZKsMsz6dBac,chadagg,748,News & Politics,669,3611,4.71,206,113,WwD98VB1zvU,uxRTLlCi_80,KMCtDsN9tXQ,68kYwrUUDno,7zaNwg3LNRc,5yv7YTzBxYU,cJKjhYhV_VY,Bn_RZM1QZPg,2rGK9aoU-Wk,O34Oqg5U3kk,kfw4326jx6E,iGGRpNsPgzQ,WkVdWEbXmQM,j_IDJBASmJU,XDCIXS_uvzY,6_P2ukdLpRw,rk3VBBrYx7k,ik2LOfqWz9M,-kPzmKRyCNU,dFNzF7qdWp8
qpdcqxP549c,DiGiTiLsOuL,748,Comedy,62,2446,4.55,203,151,LvM3zDFiD1I,UmAfQ-GgtCQ,je7bmMDz8-Q,mMVw6i1qFEw,Q6oyfWsWdeE,yaarHzUIppQ,Uz0-1uXP0qE,CuOT5un7Bdk,8b1OlFFbQm4,b3GqdphjnBE,REXHxcIb9sw,ShO-XnHNf44,a4YtB3Y9qgk,9WCt-ZW3ZhU,biEXMf1pkCQ,k7VwYdjbiZ8,7zfm7FCa3HI,AobSFaoW_Jo,UJKfy7EfY1c,dj43oo7kS8s
xfl_XboZwZw,littleloca,748,People & Blogs,271,3425,4.6,178,124,KTVHY87FVcc,NYy9C2jjkac,UKxV5Uvdkk4,Z8KKIsJYIk4,1Lz4dy3bJC0,y9BGKSReAFc,bCWjEtyHxns,JAjrdPXUqOs,uVcIMwZ3_KU,Ersj3_WR6Xg,OBXaYSQ6S-o,hJGCsAjvb3o,Z5Rw63ZtN9U,7h7Lsunab3U,LlBiIvxNq4A,mS8ag_-JKsM,6WjJ5PoRtp4,ZMzN8SABaIE,ulIIDfYkWEY,ccHWEWcbq2I
bNpOCxxoenQ,Blendtec,749,Entertainment,86,2643,4.89,144,81,B8H29jU8Wrs,l69Vi5IDc0g,3OmpnfL5PCw,C_A3EAuXA38,MC8Zvl-8ziA,ifzdez7FRbk,K0m4x0y3QNw,aM94aorYVS4,eO7iK8EXp-M,XaFB_sUo6VU,-tPxZmFCCu4,9OHf1QB5vBg,aZegRcMjMRU,Pnonj_84Ju4,WJpprtKagLs,qySFp3qnVmM,KB52MjaviF4,29qOT4JozSw,0oVaEbRiqug,9Z1qix6W8Gs
OH61gYqzL2Y,brettkeane,749,People & Blogs,144,379,4.45,174,34,LTmU7oErSvM,LzjeqpIRQzo,uFre60ibenc,EHLy0EYysu8,MWsileDkWuE,Ohp6jKXXcig,HHeYK6G7cbI,aAlJNd0MkXA,JLENGuoJQvU,OIBIuXmsitQ,ocli_vMW_Rc,S0bwjZMsFr8,UPJ8h6X4zZk,7d2-fs2aAd0,VvxgskfNAR0,sAjgAPzsFP4,GNJaiUXMBw0,P4JF10nISDU,kC2tqtE8Bvo,KXGZlEKg4yU
8iVrAmGmiKI,toprank144,748,Music,196,422,4.85,133,0,xPMw_d6Bx2s,nt0Vc235pgo,DSjUVv1PtcQ,G4EFfnXLKi8,8VKISUO4zCk,7XDRLW2nM9E,GxuE5rVA8gE,XWk9moBXYBk,4F_8f28ueM8,24EWQHbRBeY,s5NVH7KVIN8,ncS0YBFogew,YW2UOy0wXPU,c9A5P0H-0cM,A1sogLZi8h0,5ex6i9yOxI0,hLlOB8Oydqc,llQ_zdauPPE,Af_fCbg56og,FYUHR_GI9DI
BCtJ9I5VfBU,toprank144,749,Music,305,203,4.9,125,0,-5mSieT0qwQ,G4EFfnXLKi8,hLlOB8Oydqc,llQ_zdauPPE,Af_fCbg56og,xPMw_d6Bx2s,DSjUVv1PtcQ,FYUHR_GI9DI,sYyK-BdokmA,Lrmv_o9Cgfw,nt0Vc235pgo,wybZfqIDQCM,sCZWBoGaPGE,H4xuEbvA0ZM,XWk9moBXYBk,qibMPVS_X44,4F_8f28ueM8,sUs34iU8k2g,fC2i1Yk__50,_YXZE4QQ4zg
_fuNq8y9jpo,Karla193,749,Entertainment,473,5458,4.85,131,75,VJTv61PGQm4,LL3j73SrZpo,8jer3zuBJms,MBbPc-czumE,dtHjbACAqIg,Vef6OLOSoSw,Sr94hZOJFC4,B9Luj-hj9uc,siHVfcC9FxI,mu3IjMQ22QE,PDJNgKtIiDc,E1y1QGUGw9Y,aJnbmqeOovE,j1eYiz0b7gQ,3XA0X-_IuE0,TJaJAZRq5xI,7_ueKFtflgs,elaAMRGMaV8,3rec8lAC12A,RxmKVajZGwU
2l_azRfWfUc,barrock81,748,Comedy,527,1350,4.64,135,15,fwxxaQxvuMY,TzsM63vcGME,L165KV0cQEw,FSEWcHdMWQo,BjYIMv-H8H8,fPlSNvipDmA,LG19uZE-sMw,zgTEzaIbDPY,vZHxPluRt7w,h34AEEC-oUQ,lCMwOnZShcY,s9qYz43HLy8,P0nfIIikWJM,b_2qbtrUzAM,70TnlB1ofdw,1ahZLV1X9t0,m5CxrC1Mybs,QJnWk6Q0utA,-t8KVHADfVA,fgL_27duLxw
VS_cATdFWQo,Karla193,749,Entertainment,473,4812,4.76,131,122,Shy6pmnDSmM,ABCBWlMugu0,qCpbBVthD7o,tOKXS5j5OZw,Mm3HKf1FWx4,CAiBi2e5FGc,7O7d9wNj4Z0,BGn68IEy8_4,AdM9gQYAe7w,n--xFsF26_U,WYETF18-7Pc,_wqO9O1xJyU,plqNrDIODRw,7UX7LdEwNrA,LG-H9zNncOw,oNBam-isTu0,fI_VoKv-R6o,a3Yu_jYQG6o,BVSKF6VBDJ0,sOoZ8bySYyQ
NDFf2jSMbT8,TheAmazingAtheist,749,People & Blogs,879,407,4.66,126,83,3R_lz2UzakM,uldG4g09Lq0,IILUHZcE510,NNzejoJBAKo,ZfTaNN3SGrs,iYNuO1YhaIc,d9lk5pe6HkM,mRhIk4uHErQ,6iPAj8j2kpQ,YuHAp07npiQ,iKfBPXaA3_Q,RdSvi3uv3Bw,uVcnz8no4V8,yJUK4MH9mU8,mkv6I25JJKc,lMszJorK2ME,21kI7nnkeDI,nNAufKP0bsw,SM3T-C-wbEk,mIKZkAT0GzI
tl1-BXmLFso,khayav,749,News & Politics,72,1364,4.76,123,172,-cBgMD90Vig,UHH22HBt-uk,2SuKU6cb9d0,MP-Yw0CKeOE,Pid-0kDVs1M,K1JA1i_lasI,jsXfn8mzM-Y,HMZXohJ7IGY,r_Q4one02bM,BREk6_rnMSQ,2LogDbGsejA,9Jiblj9afyc,KmAUZWuTz-0,83FiebwLUbU,7V-5ne0gJQY,aE0P4wOeaBw,xy8nQXpmZP8,wD_qIQOsR4Y,fLNYVcRyOXc,M-y4abrCIfQ
kx1AC6xVPxM,Karla193,749,Entertainment,461,4296,4.79,121,50,Shy6pmnDSmM,ABCBWlMugu0,qCpbBVthD7o,tOKXS5j5OZw,Mm3HKf1FWx4,CAiBi2e5FGc,7O7d9wNj4Z0,BGn68IEy8_4,AdM9gQYAe7w,n--xFsF26_U,WYETF18-7Pc,_wqO9O1xJyU,plqNrDIODRw,7UX7LdEwNrA,LG-H9zNncOw,oNBam-isTu0,fI_VoKv-R6o,a3Yu_jYQG6o,BVSKF6VBDJ0,sOoZ8bySYyQ
5oAn2zQONvo,HellionExciter,748,People & Blogs,532,2369,4.43,136,109,bijpMiQPwjc,i2bzM-8u-UM,t1BlT8pKfM0,Eoe_QCQdN14,9Rc1EAXDYLk,kTuGO1u8tFs,a1vWob-EoAw,fCdYJmimlfM,ic45AuszCr4,EsqpgsV2xV0,tC7zTRDIrgY,_i0vSBSC6_I,8NZ1Ve6gIlw,lBOeAopDiJU,RvDdlHqfYd8,Jukrp9NH5Ns,yIEEB0oF9uQ,1yhtiopyAOQ,8thnQehosDU,4JKtI8tU73g
yhu3jQavzTE,Blendtec,749,Entertainment,93,2052,4.72,109,61,6wPZEYXxgdE,qOHMDRXcChM,ZJ_MGfQpaoE,htjDwQ5ny8E,edJhquhBdXg,wxrGun3zer8,fwssy9N2MxU,B8H29jU8Wrs,l69Vi5IDc0g,3OmpnfL5PCw,C_A3EAuXA38,MC8Zvl-8ziA,ifzdez7FRbk,K0m4x0y3QNw,aM94aorYVS4,eO7iK8EXp-M,XaFB_sUo6VU,-tPxZmFCCu4,9OHf1QB5vBg,aZegRcMjMRU
9PmmpM-bxqU,geerawrd111,749,Film & Animation,555,426,4.82,96,27,3E3jax4_AOY,Amz_oSkOSQY,oGxUAiunvU8,NgoXVH3UFcc,Ia492BecDPw,sWMI0YhxZc0,nIyGdgnj0WQ,u-SSiyGakZI,mr2wc2zkHw8,fZHwYbk9PsA,j71XnWlQKh8,F_KLp9vZjh4,RmE929gzd4Q,GGNwMx1e9D8,PJRHgHfrdoc,4F-dflWbP14,BaXSW44sYkc,sXDLSuKLNz0,tl5jHJg1eo4,u3tn9yGzYQ8
3E3jax4_AOY,geerawrd111,749,Film & Animation,532,1077,4.82,101,26,9PmmpM-bxqU,Amz_oSkOSQY,oGxUAiunvU8,NgoXVH3UFcc,Ia492BecDPw,sWMI0YhxZc0,nIyGdgnj0WQ,u-SSiyGakZI,mr2wc2zkHw8,fZHwYbk9PsA,j71XnWlQKh8,F_KLp9vZjh4,RmE929gzd4Q,GGNwMx1e9D8,PJRHgHfrdoc,4F-dflWbP14,BaXSW44sYkc,sXDLSuKLNz0,tl5jHJg1eo4,u3tn9yGzYQ8
2JV1oJxGRpE,CherylShuman90210,748,People & Blogs,412,302,4.96,100,11,1wM-CVzs774,_cbp61p5Rf0,8rzk86SUIcE,FMUZ8T21Dew,Hs7nbjkbeuI,lqmes_R1BEo,29v5DxNp_4o,1xjwk3FlWAI,q-6ElPhTWr8,hCurlwNiBtw,ARA3avvhWZ4,p5FJpR3BiwU,EDcK8x7zdE8,3OX8HaHDAlE,2iwPhQcGrDc,ptuxTqaZCEU,Y8ynUspj4c8,8q_n8z3auC4,GfO-0f8cjwk,_MyrCbycFso
IaA72t3h0Xw,brettkeane,748,People & Blogs,527,1239,4.54,117,93,VECUp8BRHgI,u9OHyhr9hBU,cmr9sWr9T7U,UjcSJEYzZVU,db15FX6tYgc,YgrLmgqddQ8,aIXEGA_8VCk,LzjeqpIRQzo,IvtIs3nyfn4,NOtuxVAN_pQ,uFre60ibenc,vXoT-w6eB6g,0n5qbWTStn8,uEyVCkTashw,Ohp6jKXXcig,aAlJNd0MkXA,OEVEosOXXRs,ugL_yacurD8,EHLy0EYysu8,M6mpN4E2a9Q
nIyGdgnj0WQ,geerawrd111,748,Film & Animation,622,1433,4.94,94,21,u-SSiyGakZI,j71XnWlQKh8,oGxUAiunvU8,NgoXVH3UFcc,3E3jax4_AOY,9PmmpM-bxqU,Amz_oSkOSQY,Ia492BecDPw,sWMI0YhxZc0,F_KLp9vZjh4,mr2wc2zkHw8,fZHwYbk9PsA,RmE929gzd4Q,GGNwMx1e9D8,PJRHgHfrdoc,Yf7fmydG3KM,jx7u_JWK8QI,qXN1doFhVgk,MiU38Kpt_NQ,iOBdD-0BtzI
fwxxaQxvuMY,barrock81,748,Comedy,281,911,4.92,88,26,2l_azRfWfUc,TzsM63vcGME,L165KV0cQEw,FSEWcHdMWQo,BjYIMv-H8H8,fPlSNvipDmA,LG19uZE-sMw,zgTEzaIbDPY,vZHxPluRt7w,h34AEEC-oUQ,lCMwOnZShcY,s9qYz43HLy8,P0nfIIikWJM,b_2qbtrUzAM,70TnlB1ofdw,1ahZLV1X9t0,m5CxrC1Mybs,QJnWk6Q0utA,-t8KVHADfVA,fgL_27duLxw
kHYwfyK0Atk,coolsmurf,748,Entertainment,450,2251,4.87,92,51,KrJHWdngSVw,TNW2A7HyoMU,4PXe9t7Z8y0,0JBrY1KqPSg,3Bc9vxDeTGI,5pIi5Fy2Fe0,IWYlN95E53Q,xTcdNbRTnPQ,spfeaei1WwA,_Y6j6OPQ7WA,riGj6VQIKUg,Z3l27nGIdTA,8DlJTQIq_L0,AdzRPeIuMdM,TuR-BcBaewQ,NR608YCG0sk,Ekma8wG7sjM,_tFy_FwMLhA,N7yuUv8EPa4,qx7MolMEC-M
Amz_oSkOSQY,geerawrd111,749,Film & Animation,454,964,4.83,93,21,3E3jax4_AOY,9PmmpM-bxqU,oGxUAiunvU8,NgoXVH3UFcc,Ia492BecDPw,sWMI0YhxZc0,nIyGdgnj0WQ,u-SSiyGakZI,mr2wc2zkHw8,fZHwYbk9PsA,j71XnWlQKh8,F_KLp9vZjh4,RmE929gzd4Q,GGNwMx1e9D8,PJRHgHfrdoc,4F-dflWbP14,BaXSW44sYkc,sXDLSuKLNz0,tl5jHJg1eo4,u3tn9yGzYQ8
kRi-pV_FuBI,theboringdispatcher,748,People & Blogs,581,1728,4.56,108,94,-XdeADDUHVg,bLx7rP7CK54,6zHoQ7NSyPM,zPT293fRMGg,hiIQzxT0UXg,s-_C6j2ceRI,esdWzw8ImSY,egBoupT1bSY,QsBEzvygmqw,pst473XvMvI,EDzo6aTn2v4,w4LRppaUrAg,ghRkqVRq9-g,9Mh2NK2ja0Q,RK7t-XVY8oY,Ww8h8ZxtSPs,h2qdC9OkWBg,8Z8fJ8AgcsE,jE8goMYlHA0,
u-SSiyGakZI,geerawrd111,748,Film & Animation,514,1311,4.86,94,35,nIyGdgnj0WQ,j71XnWlQKh8,oGxUAiunvU8,NgoXVH3UFcc,3E3jax4_AOY,9PmmpM-bxqU,Amz_oSkOSQY,Ia492BecDPw,sWMI0YhxZc0,F_KLp9vZjh4,mr2wc2zkHw8,fZHwYbk9PsA,RmE929gzd4Q,GGNwMx1e9D8,PJRHgHfrdoc,Yf7fmydG3KM,jx7u_JWK8QI,qXN1doFhVgk,MiU38Kpt_NQ,iOBdD-0BtzI
TzsM63vcGME,barrock81,748,Comedy,331,1306,4.95,85,13,2l_azRfWfUc,fwxxaQxvuMY,L165KV0cQEw,FSEWcHdMWQo,BjYIMv-H8H8,fPlSNvipDmA,LG19uZE-sMw,zgTEzaIbDPY,vZHxPluRt7w,h34AEEC-oUQ,lCMwOnZShcY,s9qYz43HLy8,P0nfIIikWJM,b_2qbtrUzAM,70TnlB1ofdw,1ahZLV1X9t0,m5CxrC1Mybs,QJnWk6Q0utA,-t8KVHADfVA,fgL_27duLxw
5c-DMR2TuJQ,serathing,748,Entertainment,656,3606,4.92,84,41,zLUqH2k-9Lw,ZTcGL_OV1RE,OKRKo45ihus,7JiRl8rA0sk,NgpucYoW6AY,xOwaHmj6KNw,24q4WAk5Odg,XOgVrDLsxoc,WzaIrA246n4,TbdixYMrqAE,l_E4uXJz48k,Q6AOCMhgAU4,nmbNaZDDIgk,NblcL1OTbIw,SCVDFi6mkPU,Vn666p-cjPc,ckVCUlP6omU,SaF7e4CszkA,BE_aRjdRv08,8t0SG7DrCqs
j71XnWlQKh8,geerawrd111,748,Film & Animation,482,1171,4.88,85,26,nIyGdgnj0WQ,u-SSiyGakZI,oGxUAiunvU8,NgoXVH3UFcc,3E3jax4_AOY,9PmmpM-bxqU,Amz_oSkOSQY,Ia492BecDPw,sWMI0YhxZc0,F_KLp9vZjh4,mr2wc2zkHw8,fZHwYbk9PsA,RmE929gzd4Q,GGNwMx1e9D8,PJRHgHfrdoc,Yf7fmydG3KM,jx7u_JWK8QI,qXN1doFhVgk,MiU38Kpt_NQ,iOBdD-0BtzI
IJXU55V-CGo,brokensonnet2,749,Entertainment,579,2830,4.82,91,36,0r3_0G4_ztQ,zDJ486bz6Ho,L_xUTvhsFxA,UP5dlBNB6CU,Gxm1fjNjQZ4,fqS7wEJspQI,31XtHdHri5w,oqKtnr9Pakk,cU-QlPl3rww,1ij6hDQKAps,CrDuaZT8o_k,HYBoX0sg2Fw,NAiefNVg4p8,RjCdy1ojKuE,zl6wYK2GWkw,vqZjLGKyUoQ,NYyrhVl0ZyM,5AfgMPTSwTw,LoapMZ0LWqI,YtZqrMGY-5Q
7JiRl8rA0sk,serathing,748,Entertainment,650,3045,4.92,83,36,FamM238Nhrs,NnzOcoXY1Q0,TVkz7R4DjsU,buBjGnmnmXw,uV-sajl_POM,a6GkcDZ28iY,Ja-jxCML7CM,XTJLPK3lEqQ,GR-5IWbZE1Q,yQ_FlMJYmfg,ejzFqNP5d5s,SRokOzFOE18,02sByIP_1x0,zyMkXuMwzeg,TavFxEN7Dek,CeV25n-oCQg,y_3OJL93gx0,X8QwPUtSRhE,MlMPgqpWgMQ,zLUqH2k-9Lw
C2uewkbVWgE,domains4life,748,Entertainment,14,3029,4.4,107,0,KItCBQphgDE,SVZPqbkgDkg,PGNO8_rydKI,RHmflEATK4E,JDlK2Z60YOo,x-ULxiirBrA,pTZ4-etzx98,NQEWE6kui2c,vydoYKNxq2g,PGZgkWvtDgI,fctLoRZIh1w,G4x6tK9Httg,IjlSrLDMio0,p1-ybXmnNtc,ubQTB-wk93k,7F3gp7Fwbno,36EC-3vfy8Y,0G17KMpDgVo,hkoDpbNtxqk,-mUpi4oy7Wc
WZKDugTpVgA,mikey6060,749,Entertainment,229,179,4.94,79,1,GnYgQJud2Vk,kjN5IYu6VIg,8mWW6kRITEY,BgbwbuDPxFY,uCD6t-u9OOg,RJWtR2KlMwg,zuzKonfkzNU,30waIwePyNA,DtnZuqj60wM,22uYDgZXoJQ,Ox5EPJnVAuA,nYrzUg4CFeo,mCsIdJU7bWQ,6TH4h_7GGpo,w0G2sp2j-fU,b5JxdHqDzjc,vsz-4bw7YYQ,PxKn5AwOTis,vin2WE1sEis,bK7FyPemqVs
yQ7gLMdG5hA,monyoman,748,Comedy,545,1323,4.36,101,21,ng8clpmXnK8,JD7JYSk_WrQ,58VV8y_OUWo,s7XQTOgszZA,IGL177R77Xc,5bz9kW3inLo,4MlJfyJ6Wno,GmAxZy3_LIA,LNf4XXwe9Wc,F7WWd3iaXj0,Nqd2nCI8d8w,H6JTaxFLpqA,tM4iJ2e5i8w,uqIFp0jetJg,3T8PTAKJ3pc,MDe-e_4iDxw,s1uUZjL8ZF8,pwk92VpRAY0,4jIADJPqYuE,PrbmYucNeyc
z3J_Edl-7Mk,brokensonnet2,749,Entertainment,535,2586,4.71,83,18,0r3_0G4_ztQ,zDJ486bz6Ho,L_xUTvhsFxA,UP5dlBNB6CU,Gxm1fjNjQZ4,fqS7wEJspQI,31XtHdHri5w,oqKtnr9Pakk,cU-QlPl3rww,1ij6hDQKAps,CrDuaZT8o_k,HYBoX0sg2Fw,NAiefNVg4p8,RjCdy1ojKuE,zl6wYK2GWkw,vqZjLGKyUoQ,NYyrhVl0ZyM,5AfgMPTSwTw,LoapMZ0LWqI,YtZqrMGY-5Q
4DFTmBrMYPw,peteandbrian,742,Comedy,211,36470,4.65,363,61,oYXZUlQK2cU,2nf8nA-sGDQ,hiW0r4sFIq8,0303HqKBVdM,i-jg9vct2p8,7vmUTOmx52A,kzoyNt2C2fg,ZLCQQX8O1ic,4p0Dp8G-MUU,AnD2dFVThDo,JENff9cI8mU,afAslX1TvDE,V8mGJJpmc38,31rQ7ZQiy74,GveIMsFenag,Zjl_NXy8u1Y,-_QIzVj0NqE,i1UqmPZD-TY,0J2b-6ltfKE,jRbglEUrPXE
gLUojV6saM0,explosmdotcom,746,Comedy,73,28107,4.59,332,53,Rd0faohCy64,ZBdU-a8Pczo,DvAuqYFVrqI,I-_BSgPtDZ8,g3O9wdPlorE,g3TX5LUuhYY,8nc6ffs0qm8,GCSiC7whpeM,FmQLiyLJcvg,wVUx5L-AtWo,RRePjxDD6qE,CsRyxIy9BqY,E-kttTzLCxI,Z659E3qmUKE,xCH5pnHddeI,-_aaaO202qk,cU8uCqOkwzs,vugLtgRuhXc,Fmg7cFE2AHY,5ocZf65GlGI
wjE2TJ6KHbw,mrpregnant,748,Comedy,83,4031,4.28,100,231,sYotRT4PwdM,QauWqoK38oo,Zs1DsNBvEoc,HX1kjZ-bh9k,AXoEam7xxzI,xOuvCjNudLY,iGeq0XKlQR8,jckAXJj4Hf0,VwS0Nv7WWdU,d827C4zPzuI,zK1uhhnUwvo,eS5Wc_DXMRY,X-n2lroKeP4,fgTI_kQBIsg,r4fukoq4ruA,v8jvQnsk0Oc,8OWk3NrIyJ4,UBeOrByN2Ag,qkrvYnNpQm4,im7IorDZ9uY
xOwaHmj6KNw,serathing,748,Entertainment,233,2681,5,50,106,FamM238Nhrs,NnzOcoXY1Q0,TVkz7R4DjsU,buBjGnmnmXw,uV-sajl_POM,a6GkcDZ28iY,Ja-jxCML7CM,XTJLPK3lEqQ,GR-5IWbZE1Q,yQ_FlMJYmfg,ejzFqNP5d5s,SRokOzFOE18,02sByIP_1x0,zyMkXuMwzeg,TavFxEN7Dek,CeV25n-oCQg,y_3OJL93gx0,2OcYAsx1U7c,X8QwPUtSRhE,MlMPgqpWgMQ
gCvSW0QZMzM,DeviLizious,748,Music,199,359,4.64,25,108,3YVG7VDC0jY,pkftvPRLB6Y,Rn_n194rGK8,iabEdarCE3c,TFw8QWC2_Fs,wbE9kqDmliA,9tha5yrZqdQ,eqLyDFH6tjI,6WH8IsI6mJ8,1o1PSpEXolM,wc7waH8BqVY,5AUCuQr-7eQ,-fV0qMr0wP8,jDL6Y7DEVlU,ECLCGyI55Gs,8IZih64nVP4,HKSHerwquMY,kpoyUi8a2EU,8Cz_HEh6L3k,lFH9hN3K-Js
8ttZ3KSs5gM,DerMarx,749,Film & Animation,229,640,4.9,60,116,ywLrq4qULx8,n3Yb6r-gMPs,IvHP0aCnzkc,oJ1hbRRkiF4,jvx3Howq_oQ,jhdWybDw0VI,HhdJcrFu5yg,mChLy_5Th9M,6LGblwlzf0Q,A0RrV_nvWTM,RUfcyi01xM8,rsKJwU4TkdU,PgCGb5fbOxM,IW9Ds5SY2zo,3ddktlvhrTE,bPagnuFGrq8,6wdM72VF6HA,2gSZh9ql5C4,Lb79xe6BuEk,7Vqly19L-fw
lwpYXD_qkes,TheFriendlyGeek,748,People & Blogs,230,492,3.44,34,101,ruMvga2C-zc,rZUN-4fJV54,JwEb7U0387g,62lZ5nJmXbw,5eiDrSFgquE,XOj_iSWz92I,GV98hD-LDkw,LqH83Z3yZXc,rF88QFPI50k,8vnp-zhikKM,Fz1CtD7LBj4,U6I2ekBqJnk,zn2Njmy6Olw,vbmCBZ9A0ak,CaD5CMW3BqY,9Ll1jbjXsN4,AaT5tJG2CPw,GoEbs0PAN44,cRmMox-UCzI,eVbtVBOCVVs
IrF4Fz-nS9o,nalts,749,Comedy,119,1334,4.71,78,94,VF9CqglI2ys,2t8GoenMpdE,2gPVxAuSoUQ,MEvoy_owET8,TNCKAUDB0zk,9G0nauE4eyg,vxVeXFRMR_E,83FiebwLUbU,A6UxEtX-c2M,Mt7dlMQSF_U,ZqF5_OD-4Xw,aXJVxmWTmkg,ioH-Osz5rzQ,5IfBnHJIgPo,rMaXCm7K5-U,Vr0BAQT2gZA,3BoPkQWl4CE,OQT8Z2HkDdI,5wsNYJSsqJc,mQ92LfM_N5A
e_g_O4NYptw,F1lmJunkie,748,Film & Animation,129,236,4.76,21,90,UHWmbt3gucE,Adrd3lGH7Bc,GT7hweQrGhk,eyhEYl5yrRw,Gq-Df61J5lY,we9RJ3UrLQs,dgmHordD2VY,g6nr5J2qDCU,V_dKzVL7Zjo,21LzAsLSFTo,PjFiOY9_Efg,XJ8By1UcTlY,qkFMJ374Rmk,8S6Wko4EXlM,Oa-oHJ2f0-A,gf6ECf23K7w,OlNpNFgCp6Y,AKE3rr9FwVY,NNOUoRpLHLc,BUdmdodSiSg
kBv2dqd14fI,ThePhatCritic,748,Sports,989,1301,4.76,45,90,tokFVgLGTXg,zLSWX8Ye6yg,ZyMRRy6BSWU,5sgBL_d2R0Y,44pTMSqRL-g,D7-oJH4TR88,Lo-Mk7WpdPo,BC0jlIC8Kzg,J9swLUJdkKU,bRPeEVpHiI8,6Vwf675kryA,dKc_vffJx10,Ia2ezkoY9BA,erI59kvqoFY,xTYvokKNiEk,dzFbv0sU3yw,fvVT5NFMIWw,TXDQJlTcQ9c,YERYj_418vs,crkRDtt6kQ0
-kdCK_WXB9A,DrLemur,748,Film & Animation,106,444,4.89,57,86,pBFgW316nU4,zhWHwP-hTr8,_0Y1vG1C9ck,jtfAW6Du_4g,Mqy8y_q81rI,Q5xoelbcOoI,RIUoNyIfABc,vy_51S23T2Y,_LjPu3teicU,kja8MRkXwVY,Ojbn3qnLbfk,XO3MwBHSSNM,-BRbSWAlHcc,WPvyn5NmIRQ,opwCWOn6pwA,Lj4zxeeID5c,YHzfxmKCjXI,xNdIe4id85Y,ZwxVDgKqw6Y,q-0mj2-jiFg
bIEeK5AHSfs,applemilk1988,748,People & Blogs,335,2800,4.67,73,82,0cs1tbfC7R0,aIDqxiiLYy0,hTJ6L_3tlAs,Wq8fZWjVUtY,YOekxwoVfOo,zwf2HG7i2T0,50Y9hYrBXr0,ehFy8ZOTAk0,PbpMfFtD-d0,4csBtBCRppU,vtwSK9fv444,eVTez5tVBBI,RUcjnB-un8U,47zvseuRcBQ,MG4h_yhDTys,4YvCSQY2W_4,hsXo5167OdA,zcQdQXxdSOY,2NnfJ3vftgs,pc5EOVDwHwY
